time_s,current_density_Acm2,voltage_exp_V,voltage_model_V,temperature_exp_C,temperature_model_C,max_ice_volume_fraction,max_pore_ice_saturation,membrane_lambda,generated_water_kgm2,retained_pore_water_kgm2,membrane_sorbed_kgm2,escaped_water_kgm2,heat_generated_Jm2,latent_released_Jm2,heat_lost_Jm2,heat_storage_Jm2,energy_balance_error_Jm2
18.2,0.199,0.576,0.576707982121742,-17.538679352747998,-17.528321427235426,0.0,0.0,5.34466174147628,0.0015882572420583508,5.256008258750004e-08,0.0010888609127415857,0.0004993437692341808,16049.865121391313,0.0,932.9435647065582,15116.921561498059,-4.81330425827764e-06
18.4,0.199,0.579,0.5795547075810054,-17.48675627971982,-17.476260056885707,0.0,0.0,5.3930325888937025,0.0016253821837591328,5.299527979841031e-08,0.0011113243342822368,0.0005140048541971017,16408.679369385667,0.0,972.7474634963495,15435.931910764237,-4.8749188863439485e-06
18.6,0.2,0.581,0.5814919190202814,-17.43500715386101,-17.42433393703172,0.0,0.0,5.441246958293872,0.0016626004042079078,5.369085296522932e-08,0.0011337150874316762,0.00052883162592327,16767.469633463064,0.0,1013.3562202795115,15754.11341805308,-4.869527401751839e-06
18.8,0.199,0.584,0.5850395183999013,-17.383438262067205,-17.372727739746978,0.0,0.0,5.4891979593303715,0.001699818624656682,5.389412033323096e-08,0.0011559835323130267,0.0005437811982233254,17125.143065900957,0.0,1054.808414592509,16070.334656233137,-4.92469007440377e-06
19.0,0.2,0.587,0.5868547390281813,-17.332224215564384,-17.321428536086017,0.0,0.0,5.5368803115941825,0.0017370368451054563,5.4525063089458846e-08,0.0011781272167043404,0.0005588551033380295,17481.751431164004,0.0,1097.0767216227016,16384.674714519577,-4.978275683242828e-06
19.2,0.2,0.589,0.5894407533305288,-17.2813135531451,-17.270259694501846,0.0,0.0,5.58441410437288,0.0017743483443022226,5.4988501743231356e-08,0.0012002019100707676,0.0005740914457297147,17838.375279859814,0.0,1140.1593295339883,16698.215955367326,-5.0415001169312745e-06
19.4,0.2,0.591,0.591962021840992,-17.230658994674275,-17.219389239055403,0.0,0.0,5.631680919779272,0.001811659843498989,5.541439200791322e-08,0.0012221526191454957,0.0005894518099614877,18193.9808951552,0.0,1184.0520607034243,17009.928839551136,-5.099358531879261e-06
19.6,0.2,0.594,0.594420724766835,-17.180265309287524,-17.168805450924822,0.0,0.0,5.678675655799575,0.001848971342695756,5.585863583401113e-08,0.0012439769745533247,0.0006049385095065991,18548.61534645491,0.0,1228.7301985642098,17319.885152964,-5.073299689684063e-06
19.8,0.2,0.596,0.5968198353751253,-17.130190881011846,-17.11851725310447,0.0,0.0,5.725413043616911,0.0018862828418925223,5.625807021068664e-08,0.0012656818174556956,0.0006205447663666177,18902.259478081978,0.0,1274.2292694488692,17628.03021376724,-5.134130333317444e-06
20.0,0.199,0.599,0.5999332890943736,-17.080544352814105,-17.068682092915537,0.0,0.0,5.77177198466693,0.0019235010623412964,5.6428274801320705e-08,0.0012872109096793247,0.0006362337243871716,19253.922646860872,0.0,1320.5233353822284,17933.399316686508,-5.2078648877795786e-06
20.2,0.2,0.601,0.6014356534589174,-17.031206895426568,-17.019125212260974,0.0,0.0,5.817871196569548,0.001960719282790071,5.705271043617371e-08,0.0013086193836869006,0.0006520428463927352,19604.668819808343,0.0,1367.6056699474657,18237.063155123804,-5.262925697024912e-06
20.4,0.2,0.603,0.6036683325423657,-16.982170677526245,-16.969674945857207,0.0,0.0,5.863826781430731,0.0019980307819868364,5.750182731613088e-08,0.0013299611572964339,0.0006680121228630877,19955.548522848218,0.0,1415.4748443087863,18540.073683864928,-5.325495294528082e-06
20.6,0.2,0.605,0.605849163982046,-16.93342436954048,-16.920489831640623,0.0,0.0,5.909517834670547,0.0020353422811836023,5.793226501510339e-08,0.001351180082421004,0.0006841042664975855,20305.567125301663,0.0,1464.1076346427026,18841.459495968673,-5.309713742462918e-06
20.8,0.2,0.607,0.6079805281477864,-16.884844169868916,-16.871578464214906,0.0,0.0,5.9549586788137985,0.002072653780380368,5.8319288523021716e-08,0.0013722828104411296,0.000700312650650719,20654.70670211933,0.0,1513.538799776954,19141.167907700736,-5.3583607950713485e-06
21.0,0.199,0.609,0.6107986847353369,-16.83663537064699,-16.82309651084512,0.0,0.0,6.000031574696069,0.002109872000829142,5.8467598082764227e-08,0.001393214663288856,0.0007165988699422078,21001.988424737494,0.0,1563.743312880299,19438.245117269045,-5.411849997472018e-06
21.2,0.2,0.611,0.612090638805062,-16.78872898814699,-16.774872998235367,0.0,0.0,6.044851946587212,0.002147090221277916,5.908681263854341e-08,0.0014140292439951026,0.0007330018904701795,21348.453429936733,0.0,1614.714807152548,19733.738628259245,-5.4750598792452365e-06
21.4,0.2,0.614,0.614083199693881,-16.74100463594799,-16.726739764358967,0.0,0.0,6.089532675800202,0.0021844017204746815,5.952441901846694e-08,0.0014347789746416153,0.0007495632214140529,21695.131033046666,0.0,1666.4521110747512,20028.678927513578,-5.541663995245472e-06
21.6,0.2,0.616,0.6160323187162644,-16.693563836618456,-16.67885341489773,0.0,0.0,6.133956211773714,0.0022217132196714474,5.994149338333403e-08,0.0014554092647477142,0.0007662440134303566,22041.039244002823,0.0,1718.9328023251508,20322.106447205377,-5.527705070562661e-06
21.8,0.199,0.618,0.6186484173031531,-16.646293127546517,-16.63138589933476,0.0,0.0,6.178026261698557,0.0022589314401202216,6.005297799034831e-08,0.0014758753959328112,0.000782995991209427,22385.157266797374,0.0,1772.1896733634917,20612.967599024654,-5.590773071162403e-06
22.0,0.2,0.619,0.6197976865899626,-16.599245210432105,-16.584163059647494,0.0,0.0,6.221849406145544,0.0022961496605689957,6.066814294728194e-08,0.0014962268642139912,0.0007998621282120643,22728.526950849457,0.0,1826.197556066759,20902.329400432496,-5.649799277307466e-06
22.2,0.2,0.621,0.6216260970846361,-16.552366157575694,-16.537019204590138,0.0,0.0,6.265536014883489,0.002333461159765761,6.109680984174005e-08,0.001516514925311893,0.0008168851376440346,23072.162647053774,0.0,1880.9554562146554,21191.207196557716,-5.718597094528377e-06
22.4,0.2,0.623,0.6234167398824485,-16.505765703284215,-16.490115041979436,0.0,0.0,6.3089772542678855,0.0023707726589625266,6.148424413546125e-08,0.0015366890368820063,0.0008340221378363928,23415.076387826695,0.0,1936.4601111172788,21478.61628248466,-5.775244062533602e-06
22.6,0.199,0.625,0.6258554464167025,-16.45949953849804,-16.44360381762118,0.0,0.0,6.352060699808687,0.0024079908794113016,6.161020849020507e-08,0.0015566969889911542,0.0008512322802116654,23756.305790660535,0.0,1992.6881171674313,21763.617679268198,-5.775094905402511e-06
22.8,0.199,0.627,0.6275598651666263,-16.41346219785355,-16.39749166363407,0.0,0.0,6.394801641167386,0.0024451158211120845,6.193818562198317e-08,0.0015765458821581338,0.0008685080007683367,24095.84298501705,0.0,2049.669267592053,22046.17372326416,-5.8391633501742035e-06
23.0,0.201,0.629,0.62788380095598,-16.367654134387227,-16.35128645140321,0.0,0.0,6.437516849994045,0.0024824273203088503,6.286180396949353e-08,0.001596382825137234,0.0008859816333676557,24436.68310604125,0.0,2107.3832851774337,22329.29982676031,-5.896494258195162e-06
23.2,0.199,0.63,0.6308851682619162,-16.32207591054537,-16.305309500357737,0.0,0.0,6.479992145411609,0.0025197388195056162,6.277289727944665e-08,0.001616108352329151,0.0009035676942791944,24776.858257424643,0.0,2165.830874360681,22611.027389015188,-5.9512240113690495e-06
23.4,0.2,0.632,0.6318275068355841,-16.276622676850867,-16.259717720233994,0.0,0.0,6.5221235052805895,0.0025569570399543904,6.334098104886384e-08,0.0016356741558523058,0.000921219543121045,25115.398762023357,0.0,2225.0040108736325,22890.394757171158,-6.0214333643671125e-06
23.6,0.2,0.634,0.6334154804535668,-16.231349734060803,-16.214183012662886,0.0,0.0,6.564117701306455,0.0025942685391511563,6.377310197057062e-08,0.0016551762604867174,0.0009390285055624786,25454.295737062374,0.0,2284.8833717808407,23169.41237128408,-6.0025486163794994e-06
23.8,0.199,0.635,0.6356269078477101,-16.18652416312533,-16.169032680660166,0.0,0.0,6.605777741977621,0.0026314867595999304,6.384513497105727e-08,0.001674523183374407,0.0009568997310905623,25791.575721019493,0.0,2345.5009494872434,23446.074777598245,-6.065994966775179e-06
24.0,0.2,0.637,0.6364940938853337,-16.141827766621123,-16.124098828750675,0.0,0.0,6.647204379413098,0.0026687049800487046,6.445064516164205e-08,0.0016937617137994423,0.0009748788156041103,26128.243630993355,0.0,2406.8330262837244,23721.410610838597,-6.1289683799259365e-06
24.2,0.199,0.636,0.6386383545901336,-16.096785231144555,-16.07937922248516,0.0,0.0,6.688398921270523,0.0027059232004974787,6.457466959053846e-08,0.0017128924590380306,0.0009929661667898678,26464.311455012208,0.0,2468.877780216686,23995.433680978167,-6.182643119245768e-06
24.4,0.205,0.633,0.636278410662407,-16.05086823268293,-16.034080458199412,0.0,0.0,6.729874905465175,0.002743607814686213,6.660271793722492e-08,0.001732153906098027,0.0010113873058702591,26804.64139556052,0.0,2531.6361821148594,24273.005219700844,-6.255184416659176e-06
24.6,0.21,0.63,0.6346530370369868,-16.003652599771996,-15.987249889031261,0.0,0.0,6.772229869559685,0.0027823184951028587,6.872551728994356e-08,0.0017518235514235175,0.0010304262181620614,27155.074283282825,0.0,2595.1115420962565,24559.962747441587,-6.25501706963405e-06
24.8,0.215,0.628,0.6331084215514673,-15.954924907592996,-15.939060508682985,0.0,0.0,6.815356742157448,0.002821961962999423,7.071072807727497e-08,0.0017718516710579187,0.0010500395812134374,27514.60991004939,0.0,2659.3634429127783,24855.246473458108,-6.321497494354844e-06
25.0,0.223,0.626,0.6298322835767569,-15.904148505481075,-15.889031208948495,0.0,0.0,6.859534558486583,0.0028628180546198816,7.365195063911114e-08,0.0017923678489611694,0.0010703765537080836,27886.202685713957,0.0,2724.3984553242803,25161.804236769964,-6.380287231877446e-06
25.2,0.228,0.624,0.6284917727206774,-15.851536353449985,-15.837166478951417,4.1043637098997974e-07,9.756034489897307e-07,6.904740775848048,0.0029048867699642354,1.1469451023279241e-07,0.0018133616163038336,0.0010914104591501798,28269.856868259474,0.00012233642036643617,2790.248212493503,25479.608784541822,-6.439433491323143e-06
25.4,0.233,0.622,0.6272236361688729,-15.798059647031648,-15.783951935405184,4.858522925362719e-06,1.1548663953797763e-05,6.950654378887595,0.0029478882727885084,4.783608139362236e-07,0.0018346838935553989,0.0011127260184191847,28662.617780494875,0.0025867097720642168,2856.9358262389446,25805.684547474633,-6.508929800475016e-06
25.6,0.235,0.621,0.6277542278362838,-15.743558757743738,-15.729869249889873,1.4760532648077947e-05,3.5085649270449125e-05,6.996954212596594,0.0029915427268487256,1.082844861818164e-06,0.001856185536329858,0.0011342743456570607,29061.52742447148,0.010337001701747098,2924.4576069204604,26137.080161037866,-6.485144695034251e-06
25.8,0.241,0.619,0.6260065294531556,-15.687552574803401,-15.674772265197532,3.0539163309433475e-05,7.259130808042185e-05,7.043741915396045,0.0030359434108928767,1.970819224060166e-06,0.0018779137455099226,0.0011560588461589053,29467.534094300492,0.025756606612244343,2992.8689421969107,26474.690915265062,-6.554866558872163e-06
26.0,0.245,0.618,0.6254691396575892,-15.630099978453512,-15.618336791480601,5.328017606655124e-05,0.0001266464845889024,7.091190889473866,0.0030812768824169477,3.2185594528312157e-06,0.001899949049071663,0.0011781092738924657,29882.62124525172,0.052229406304342356,3062.170104361245,26820.50337689276,-6.595979357371107e-06
26.2,0.251,0.617,0.6238665464107712,-15.57115187687803,-15.56056663503307,8.362332019779339e-05,0.00019877185689991296,7.139283331205958,0.0031275431414209375,4.821459702220187e-06,0.0019222831790120462,0.0012004385027066839,30306.782184523356,0.09269353090993203,3132.380711807257,27174.49417291248,-6.665472028544173e-06
26.4,0.256,0.616,0.6228919433729695,-15.510876700355976,-15.501304666991985,0.00012240069276740084,0.0002909453120213949,7.188097306890172,0.0031748354666528388,6.816761517545989e-06,0.0019449523893197954,0.00122306631581551,30741.000236607488,0.15069448008721792,3203.524758568523,27537.62617924312,-6.724072591168806e-06
26.6,0.262,0.614,0.6214393090255543,-15.449117862326355,-15.440548305684331,0.00016994103921368775,0.000403948274812664,7.237603640163333,0.003223153858112652,9.206133654753441e-06,0.0019679431304918515,0.0012460045939660593,31185.287361541374,0.22878543391905512,3275.600974871143,27909.91517882968,-6.72553142067045e-06
26.8,0.267,0.614,0.6205927664235229,-15.385393061506967,-15.378316615184644,0.00022733215802386156,0.0005403664321936333,7.287800043398777,0.003272498315800375,1.1973141120845277e-05,0.001991254340154392,0.0012692708345251507,31639.595092142346,0.3314623584450559,3348.6821044623975,28291.244456831704,-6.7933106038253754e-06
27.0,0.275,0.613,0.6182412938683138,-15.319818389165029,-15.314280535126898,0.000294812682029661,0.0007007670121931566,7.338844747868506,0.0033230553972119934,1.5217644932743054e-05,0.0020149595009101343,0.0012928782513691288,32105.937886810607,0.4612967325081619,3422.7690470478665,28683.63014333397,-6.838719855295494e-06
27.2,0.279,0.612,0.6180523117195625,-15.252837320910864,-15.248609951166827,0.00037312773463604975,0.0008869211662373419,7.390619533875857,0.0033747318235995147,1.8882153766196522e-05,0.002039003711531948,0.0013168459583013821,32583.300990735,0.6221907741671615,3497.891650225724,29086.031538184314,-6.900871085235849e-06
27.4,0.284,0.611,0.6173851480705815,-15.18511126829302,-15.181800997756852,0.00046228899205559185,0.0010988566485752123,7.442823982317186,0.003427247758718963,2.2825392418044402e-05,0.002063247457388101,0.0013411749089128292,33068.6614988548,0.8158517638269498,3574.0688594972644,29495.408498067784,-6.94641494192183e-06
27.6,0.287,0.611,0.6177590145766297,-15.116429731463176,-15.114014910374806,0.000561935693959157,0.0013357159352487687,7.495339294577643,0.0034805099238223477,2.6990654443536602e-05,0.0020876355684018577,0.0013658837009769649,33561.02184002892,1.0426064228152505,3651.291398649343,29910.773054755966,-6.95357084623538e-06
27.8,0.292,0.61,0.6171534257658607,-15.046204802621478,-15.045270984285935,0.00067240473404348,0.001598299819452056,7.54817224901718,0.003534518318909667,3.1337855147670085e-05,0.002112171192443579,0.001391009271318429,34060.3287547166,1.3049136717077856,3729.6268336354688,30332.006841764825,-7.011989509919658e-06
28.0,0.297,0.611,0.6165900320337653,-14.97466420609388,-14.975238111761769,0.0007935629709821987,0.0018862918254865667,7.6014783380512405,0.0035894595014769053,3.5963185097137976e-05,0.0021369265401909965,0.0014165697761887816,34568.60338525618,1.6028539996596003,3809.0675593546957,30761.138686973136,-7.071987056406215e-06
28.2,0.3,0.613,0.6170241117273835,-14.902736956889303,-14.904249997086765,0.0009256561018516894,0.0022002759730251707,7.655059779291474,0.0036451469140280795,4.0758713661679664e-05,0.0021618097615029607,0.001442578438863449,35083.81828789334,1.9372320604314346,3889.6315535179824,31196.123973556223,-7.120437658159062e-06
28.4,0.3,0.616,0.6188827314652898,-14.831182629642033,-14.833130384960157,0.0010681612986426804,0.002539009504736583,7.708458680379406,0.0037011141628232294,4.547654845525988e-05,0.0021866082111681963,0.0014690294031997823,35600.93460467158,2.30683002945111,3971.326143730574,31631.915298133597,-7.163136615417898e-06
28.6,0.299,0.618,0.6211673493603149,-14.76010950092618,-14.76252410933688,0.0012185742356124749,0.0028965396615461725,7.761309099007005,0.003756988132870388,4.985958277740867e-05,0.002211151945578853,0.001495976604514135,36115.972600457506,2.7067713475699136,4054.118065315211,32064.561313674414,-7.1845497586764395e-06
28.8,0.3,0.621,0.6224599844506045,-14.689464688744895,-14.692277869547922,0.0013753829372328292,0.0032692724916397174,7.813726576645594,0.0038128621029175453,5.390740771101406e-05,0.002235494622194214,0.0015234600730123255,36629.922065004896,3.1345213121723465,4138.055480006493,32495.00111356039,-7.249811460496858e-06
29.0,0.299,0.623,0.6246529693590438,-14.61914131348485,-14.622379620549452,0.0015372021399452894,0.003653915236380531,7.865703642664888,0.0038687360729647026,5.766076233384053e-05,0.002259632771653574,0.0015514425389772963,37142.82976086043,3.5852236643639914,4223.106395986277,32923.30859584963,-7.311107765417546e-06
29.2,0.299,0.625,0.6263327487312421,-14.549193118638161,-14.55298674072452,0.0017030520039527197,0.004048138825654195,7.917158224961177,0.003924516764263868,6.116515624200619e-05,0.0022835282796719713,0.0015798233283498995,37653.72670140605,4.055150352210323,4309.26249553372,33348.51936360389,-7.379348971880972e-06
29.4,0.3,0.627,0.6275178725236429,-14.479511905252682,-14.483770761729772,0.0018721482990051933,0.004450079151426654,7.968266258326226,0.003980390734311025,6.457190698938781e-05,0.0023072628503667,0.0016085559769549462,38164.62287612706,4.542196057872879,4396.519041460357,33772.6460381723,-7.447721145581454e-06
29.6,0.299,0.629,0.6295858591223022,-14.410468611294139,-14.41488272771528,0.002043811347777333,0.004858120626996275,8.018934232532091,0.004036264704358183,6.78361861085404e-05,0.002330793057587904,0.0016376354606617482,38674.56495065385,5.043895330040177,4484.845600384927,34194.763253021214,-7.422255293931812e-06
29.8,0.299,0.631,0.6311562777923398,-14.341793280675834,-14.346493608475896,0.0022178406316211525,0.005271786621395656,8.06910351403146,0.004092045395657349,7.09039927065756e-05,0.002354091671916211,0.0016670497310345713,39182.55261507238,5.559433858499724,4574.288732400346,34613.823324012,-7.481467036996037e-06
30.0,0.299,0.633,0.632692861766355,-14.273270601666557,-14.278430683812758,0.0023936714506108724,0.005689734848136136,8.118851974743361,0.004147826086956514,7.385103124452831e-05,0.002377194857070818,0.0016967801986411772,39689.61371658607,6.086136133608824,4664.815294350704,35030.8845659203,-7.551323506049812e-06
30.2,0.299,0.634,0.6341967513405415,-14.20516192992486,-14.210690126923282,0.002571096193952689,0.00611147181828545,8.168183144519725,0.00420360677825568,7.669253109681204e-05,0.0024001042523149616,0.0017268099948439153,40195.76806193302,6.6225343394226925,4756.420153108562,35445.9704507388,-7.574919436592609e-06
30.4,0.299,0.636,0.6356690351636202,-14.137304368696025,-14.143268195459143,0.002749918696304396,0.006536531248643679,8.217100523604026,0.004259387469554845,7.944078538172797e-05,0.00242282148316171,0.001757125201011416,40701.03479516962,7.167344927597465,4849.09823117181,35859.10391655293,-7.627524610143155e-06
30.6,0.299,0.638,0.6371105387677786,-14.069904996594774,-14.0761543878765,0.002929830313698544,0.006964179495361407,8.265597406695528,0.004315168160854012,8.211325868805033e-05,0.0024453434356694033,0.001787711466496567,41205.448433890066,7.718796149922546,4942.817924599767,36270.34931307513,-7.634909707121551e-06
30.8,0.299,0.64,0.6385226668247177,-14.002958801626706,-14.009358806594037,0.003110999700734897,0.007394817448858799,8.313697673289987,0.004370948852153177,8.470625862879707e-05,0.00246768119947587,0.0018185613940485186,41708.99500772578,8.277274880534625,5037.6275439275005,36679.6447463567,-7.677881512790918e-06
31.0,0.299,0.641,0.6399061699585604,-13.936355882656672,-13.942871137544557,0.003293051341046528,0.007827552510212806,8.36139447402923,0.004426729543452343,8.723106369688555e-05,0.002489831593739175,0.0018496668860162905,42211.70772782386,8.841162367391496,5133.495487109628,37087.05341078932,-7.707698387093842e-06
31.2,0.299,0.643,0.6412619461327663,-13.869986936641256,-13.876687978585949,0.003475879573760491,0.00826213352450794,8.408691193191723,0.0044825102347515085,8.96956628587426e-05,0.002511796190118236,0.001881018381774538,42713.603376481544,9.409670800601367,5230.416898960197,37492.59615607005,-7.748101779725403e-06
31.4,0.3,0.644,0.6421642418000996,-13.803847692803263,-13.810648519214908,0.003659443370359769,0.008698462967339598,8.45566936681861,0.004538384204798665,9.216200458296957e-05,0.0025336128539505615,0.001912609346265142,43215.66410953103,9.982344016793427,5328.388159132833,37897.25830222602,-7.811024261172861e-06
31.6,0.299,0.646,0.6438982123728036,-13.737985882812639,-13.744901525417447,0.0038436045251256184,0.009136212324995526,8.502243040913328,0.004594258174845824,9.458081414179294e-05,0.002555241668200148,0.0019444356925038902,43716.95062129964,10.5583717602712,5427.380588704066,38300.12841216403,-7.808179361745715e-06
31.8,0.3,0.647,0.6447542731326613,-13.672500994698142,-13.679456565703276,0.004028458921667777,0.00957560951192721,8.548435191965316,0.004650132144892981,9.694668702280444e-05,0.002576693303148691,0.001976492154721493,44217.44972872309,11.138065747022887,5527.440065345865,38701.14773697427,-7.850023393984884e-06
32.0,0.299,0.648,0.6464331925404622,-13.607439912828882,-13.614304239682156,0.004213783244782245,0.010016123709964927,8.594239236588685,0.004706006114940138,9.926463481386643e-05,0.002597964701471783,0.0020087767786544962,44717.190779936864,11.720538681963065,5628.5373554016915,39100.373971131216,-7.914080924820155e-06
32.2,0.3,0.65,0.6472456736092187,-13.542745467857715,-13.549435113146274,0.0043993083879948856,0.010457115255514345,8.639648891366914,0.004761880084987296,0.00010154748982638474,0.002619052945150792,0.002041279650010127,45216.20095484634,12.304420260589735,5730.6405652817575,39497.86481773929,-7.914117304608226e-06
32.4,0.299,0.651,0.648872526057063,-13.478309010214762,-13.484858852613058,0.004585352714264823,0.010899340894377996,8.684686558536326,0.004817754055034453,0.00010378661647926304,0.0026399684377842667,0.00207399900077093,45714.46859058932,12.890766085968432,5833.798207110881,39893.56115750764,-7.943228411022574e-06
32.6,0.3,0.652,0.6496441763867025,-13.414074198952765,-13.420560062025572,0.004771436051227102,0.011341659261295703,8.729336434655265,0.004873628025081612,0.00010599491988528805,0.002660703840253903,0.002106929264942428,46212.03241465337,13.477697509194318,5937.952904575566,40287.55721553416,-7.947157428134233e-06
32.8,0.3,0.654,0.6508124731971278,-13.350191597741377,-13.356393005504344,0.004957960774137087,0.011785026798519341,8.773694243019639,0.00492959527387676,0.00010822228058409363,0.002681303606458319,0.0021400693868343546,46709.83347389751,14.066543010922619,6043.15396877737,40680.74605610652,-7.975460903253406e-06
33.0,0.3,0.655,0.6519592416652409,-13.286604283379097,-13.292498845078171,0.005144549872650183,0.012228547355954796,8.817669478697029,0.00498556252267191,0.00011041778348791376,0.002701725705906899,0.0021734190332771052,47206.95339607786,14.655909872199317,6149.346592925705,41072.26272099667,-7.972317689564079e-06
33.2,0.3,0.656,0.6530852409650513,-13.223358896415368,-13.228880905943527,0.005331322643065886,0.01267250449980006,8.861274697493892,0.00504152977146706,0.00011258031702930398,0.002721975969516162,0.002206973484921603,47703.39266249995,15.246040214536308,6256.551887577511,41462.08682311294,-7.975962944328785e-06
33.4,0.3,0.657,0.6541912158501872,-13.160398896964447,-13.165542397409695,0.005518298049109817,0.01311694330665514,8.90452211584639,0.005097497020262208,0.00011470461013704888,0.0027420600705990623,0.002240732339526106,48199.15216066063,15.837109560617751,6364.790584922427,41850.198693314516,-8.015689672902226e-06
33.6,0.299,0.658,0.6556781921492696,-13.09761663364973,-13.102623124107026,0.005705078391154454,0.013560918448192188,8.947325321866092,0.005153370990309367,0.00011674214982086996,0.002761937879474612,0.0022746909610138937,48693.32119149499,16.42750747912935,6474.006988841619,42235.74171815205,-8.019545930437744e-06
33.8,0.3,0.66,0.6563407930152854,-13.03500761138103,-13.039977127585018,0.005891828000873518,0.01400482053927625,8.989777891829767,0.0052092449603565235,0.00011875182342725894,0.0027816528529657427,0.0023088402839635306,49186.83722308998,17.01759840762159,6584.244690306858,42619.610139244796,-8.054055797401816e-06
34.0,0.299,0.661,0.6577862022784906,-12.972721003892428,-12.977590641514723,0.006078338012149321,0.014448153107081817,9.031864929390544,0.005265118930403682,0.00012074052506887354,0.0028011980732089666,0.0023431803321258497,49679.73321294686,17.606494017902854,6695.451288818153,43001.888426204496,-8.057882951106876e-06
34.2,0.3,0.662,0.6584162830045526,-12.910751617472538,-12.915466791025324,0.006264673515788098,0.014891070871851908,9.073598425991978,0.005320992900450841,0.00012270921290125807,0.0028205791090306722,0.002377704578518918,50172.00904987859,18.19422449305315,6807.645945677258,43382.55733674497,-8.05058516561985e-06
34.4,0.3,0.663,0.6594295318992659,-12.849043339980467,-12.853455889528277,0.0064510398458686455,0.015334061910788318,9.115058931720826,0.005376960149245989,0.00012471015272258153,0.0028398333678911493,0.0024124166286322657,50664.60421315793,18.781651759989078,6920.851735882256,43762.534137114395,-8.078735845629126e-06
34.6,0.3,0.664,0.660425505572441,-12.787693656628376,-12.791698192095737,0.006637129402702701,0.015776395062283576,9.156161853122015,0.005432927398041139,0.00012668762879907282,0.002858921564589861,0.002447318204652213,51156.60761212004,19.36768396980636,7035.015876861164,44140.9594273134,-8.084716682787985e-06
34.8,0.299,0.665,0.6617940722233693,-12.726595365230013,-12.730354992594641,0.006823110317860924,0.01621846997352252,9.19685977866093,0.005488801368088296,0.00012857493906562147,0.0028778216812101335,0.002482404747812549,51647.0742069116,19.952861808129654,7150.182160999103,44516.84491585436,-8.133727533277124e-06
35.0,0.3,0.666,0.662364378451861,-12.665590843111476,-12.669259757142981,0.007008587489875003,0.01665934749197766,9.237207279937476,0.005544675338135454,0.00013044483622996067,0.002896559060802961,0.0025176714411025403,52136.97096618458,20.53564263171839,7266.295714619493,44891.21090232695,-8.130147762130946e-06
35.2,0.3,0.667,0.6633116603568885,-12.604675753156117,-12.608263859070235,0.007193884655051555,0.017099797135848714,9.277282419450229,0.005600642586930604,0.00013235631224391898,0.002915169955592685,0.002553116319094009,52627.230773761,21.116953801068874,7383.379558271951,45264.968177442825,-8.152710506692529e-06
35.4,0.3,0.668,0.6642436151176628,-12.543998198045347,-12.547523185012835,0.007379048259990896,0.01753992930827406,9.317028724407827,0.005656609835725752,0.0001342387485252035,0.0029336281396149934,0.0025887429475855645,53116.91872574151,21.697194762053652,7501.454356275365,45637.16157242945,-8.20125569589436e-06
35.6,0.299,0.669,0.6655425904937331,-12.483705650468199,-12.487176583969358,0.007563715187003595,0.017978880881872106,9.356366778433513,0.005712483805772911,0.00013603673150217732,0.0029518967319045212,0.0026245503423662207,53605.132124712865,22.275035431993945,7620.466856849757,46006.94031149858,-8.2034821389243e-06
35.8,0.3,0.67,0.6660592402211475,-12.423792961019492,-12.427080118132324,0.007748036471380303,0.0184170108661286,9.39538258229623,0.005768357775820068,0.00013781301591008204,0.0029700156712183677,0.002660529088691626,54092.79443382262,22.85081664464215,7740.4590055690815,46375.18625312927,-8.231087122112513e-06
36.0,0.3,0.671,0.6669471208604186,-12.36415403224702,-12.367070382009274,0.007931905477837908,0.018854065789964125,9.434126801552308,0.005824325024615218,0.00013963348971343843,0.0029880084866408894,0.002696683048260899,54580.85842817125,23.424111840829124,7861.381817738885,46742.900730491165,-8.21796857053414e-06
36.2,0.3,0.672,0.6678210143181992,-12.304686179801754,-12.307302358844709,0.00811547066115632,0.01929039852901431,9.472545018800053,0.005880292273410368,0.00014143163193713247,0.0030058499067307427,0.002733010734742502,55068.39466077625,23.99537234698018,7983.255923535512,47109.13411781279,-8.225077181123197e-06
36.4,0.3,0.672,0.668681385020538,-12.2450807237933,-12.247779185576235,0.008298757042022813,0.019726068557220852,9.51064799728551,0.005936259522205516,0.00014320140699288525,0.003023544929939388,0.002769513185273253,55555.40338571978,24.564867106534166,8106.1010860037595,47473.86717508902,-8.266462828032672e-06
36.6,0.299,0.673,0.6699026096056064,-12.185891036579108,-12.188639266085147,0.00848143082893929,0.020160282455287115,9.548359604132974,0.005992133492252675,0.00014488551686940153,0.0030410582001593506,0.0028061897752239325,56040.985686444255,25.131363065118514,8229.865189599055,47836.25186818162,-8.271301339846104e-06
