time_s,current_density_Acm2,charge_Ccm2,T_cell_1_C,T_cell_2_C,T_cell_3_C,T_cell_4_C,T_cell_5_C,T_endplate_left_C,T_endplate_right_C,V_cell_1_V,V_cell_2_V,V_cell_3_V,V_cell_4_V,V_cell_5_V,ice_cell_1_max_fraction,ice_cell_2_max_fraction,ice_cell_3_max_fraction,ice_cell_4_max_fraction,ice_cell_5_max_fraction
0.0,0.17,0.0,-10.00000000000017,-10.00000000000017,-10.000000000000057,-10.00000000000017,-10.00000000000017,-10.0,-10.0,0.37235652435748523,0.3726601877783209,0.3726601877783209,0.3726601877783209,0.37235652435748523,0.0,0.0,0.0,0.0,0.0
0.1,0.1766,0.017330000000000005,-9.969015109045074,-9.968614835680512,-9.968611145186173,-9.968614835680512,-9.969015109045074,-9.99993538165694,-9.999935381656883,0.36462737965559877,0.36494408989149124,0.3649441004121708,0.36494408989149124,0.36462737965559877,0.0,0.0,0.0,0.0,0.0
0.2,0.1832,0.03532000000000001,-9.937174278541818,-9.935830322985055,-9.935811933500418,-9.935830322985055,-9.937174278541818,-9.999782824186696,-9.999782824186696,0.3574422395032548,0.35777356921887493,0.3577736218413951,0.35777356921887493,0.3574422395032548,0.0,0.0,0.0,0.0,0.0
0.3,0.18980000000000002,0.05397000000000001,-9.90448300043829,-9.901653510040887,-9.90160239178175,-9.901653510040887,-9.90448300043829,-9.999540207462474,-9.999540207462474,0.3507886345952062,0.35113616865541136,0.3511363154676288,0.35113616865541136,0.3507886345952062,0.0,0.0,0.0,0.0,0.0
0.39999999999999997,0.19640000000000002,0.07328000000000001,-9.870948687775865,-9.866093394579082,-9.86598480942223,-9.866093394579082,-9.870948687775865,-9.999205437118349,-9.999205437118349,0.3446533548957507,0.34501868906628935,0.3450190020204278,0.34501868906628935,0.3446533548957507,0.0,0.0,0.0,0.0,0.0
0.49999999999999994,0.203,0.09325000000000003,-9.836579922103908,-9.829160196569319,-9.828962998790871,-9.829160196569319,-9.836579922103908,-9.998776447972318,-9.998776447972318,0.3390225114711232,0.33940725098980606,0.33940782125335583,0.33940725098980606,0.3390225114711232,0.0,0.0,0.0,0.0,0.0
0.6,0.2096,0.11388000000000004,-9.801386293654275,-9.790865218801514,-9.7905421443823,-9.790865218801514,-9.801386293654275,-9.998251206846533,-9.998251206846533,0.3338816050286469,0.33428736309457624,0.3342883003941415,0.33428736309457624,0.3338816050286469,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.2162,0.13517000000000004,-9.765378290141314,-9.751220753210873,-9.750728698432738,-9.751220753210873,-9.765378290141314,-9.997627715049987,-9.997627715049987,0.32921560018646956,0.32964399639624614,0.32964542835460725,0.32964399639624614,0.32921560018646956,0.0,0.0,0.0,0.0,0.0
0.8000000000000002,0.22280000000000003,0.15712000000000004,-9.728567196914526,-9.710239996086898,-9.709530286087613,-9.710239996086898,-9.728567196914526,-9.996904010569665,-9.996904010569665,0.32500900334909094,0.32546166210218397,0.3254637335693008,0.32546166210218397,0.32500900334909094,0.0,0.0,0.0,0.0,0.0
0.9000000000000002,0.22940000000000002,0.17973000000000003,-9.690965002456437,-9.66793696632243,-9.666955614194421,-9.66793696632243,-9.690965002456437,-9.996078169989119,-9.996078169989175,0.32124594226586123,0.32172449115781576,0.3217273635369164,0.32172449115781576,0.32124594226586123,0.0,0.0,0.0,0.0,0.0
1.0000000000000002,0.23600000000000002,0.203,-9.652584307864402,-9.624326425543927,-9.623014382510348,-9.624326425543927,-9.652584307864402,-9.995148310145964,-9.995148310146021,0.3179102456548404,0.3184163138742875,0.3184201644444339,0.3184163138742875,0.3179102456548404,0.0,0.0,0.0,0.0,0.0
1.1000000000000003,0.24260000000000004,0.22693,-9.613438240106689,-9.579423799992298,-9.577717197174593,-9.579423799992298,-9.613438240106689,-9.994112589540975,-9.994112589541032,0.31498552156508997,0.31552073830853805,0.31552575954516004,0.31552073830853805,0.31498552156508997,0.0,0.0,0.0,0.0,0.0
1.2000000000000004,0.24920000000000003,0.25151999999999997,-9.573540369058833,-9.533245104342996,-9.531075486537134,-9.533245104342996,-9.573540369058833,-9.992969209508715,-9.992969209508772,0.31245523340679177,0.31302122632314694,0.3130276252182617,0.31302122632314694,0.31245523340679177,0.0,0.0,0.0,0.0,0.0
1.3000000000000005,0.2558,0.27676999999999996,-9.532904628438814,-9.485806867677695,-9.483101419567049,-9.485806867677695,-9.532904628438814,-9.991716415162273,-9.991716415162387,0.3103027728004973,0.31090116647557076,0.31090916385933764,0.31090116647557076,0.3103027728004973,0.0,0.0,0.0,0.0,0.0
1.4000000000000006,0.2624000000000001,0.30267999999999995,-9.491545240770336,-9.437126061894048,-9.43380782704321,-9.437126061894048,-9.491545240770336,-9.990352496123023,-9.990352496123137,0.3085115285887224,0.3091439430783337,0.3091537729437061,0.3091439430783337,0.3085115285887224,0.0,0.0,0.0,0.0,0.0
1.5000000000000007,0.269,0.32924999999999993,-9.449476646482822,-9.387220032777748,-9.383208125731471,-9.387220032777748,-9.449476646482822,-9.988875787047789,-9.988875787047903,0.3070649515190649,0.3077330009378886,0.30774490977005914,0.3077330009378886,0.3070649515190649,0.0,0.0,0.0,0.0,0.0
1.6000000000000008,0.27560000000000007,0.3564799999999999,-9.406713437254496,-9.336106433945247,-9.331316245753897,-9.336106433945247,-9.406713437254496,-9.98728466796598,-9.987284667966094,0.3059466142511018,0.3066519054231411,0.3066661515353351,0.3066519054231411,0.3059466142511018,0.0,0.0,0.0,0.0,0.0
1.7000000000000008,0.28220000000000006,0.38436999999999993,-9.363270293642131,-9.283803163862785,-9.278146561266567,-9.283803163862785,-9.363270293642131,-9.985577564438927,-9.985577564439097,0.30514026646247955,0.3058843976377089,0.30590125051496764,0.3058843976377089,0.30514026646247955,0.0,0.0,0.0,0.0,0.0
1.800000000000001,0.28880000000000006,0.41291999999999995,-9.319161927036305,-9.23032830606354,-9.223713824596587,-9.23032830606354,-9.319161927036305,-9.983752947553967,-9.983752947554137,0.30462988493462745,0.30541444457535316,0.3054341842276958,0.30541444457535316,0.30462988493462745,0.0,0.0,0.0,0.0,0.0
1.900000000000001,0.2954000000000001,0.44212999999999997,-9.27440302591532,-9.175700072666132,-9.168033103883204,-9.175700072666132,-9.27440302591532,-9.981809333765739,-9.98180933376591,0.3043997185877321,0.3052262842271741,0.30524920055351357,0.3052262842271741,0.3043997185877321,0.0,0.0,0.0,0.0,0.0
2.000000000000001,0.30200000000000005,0.472,-9.229008206372782,-9.119936751279454,-9.111119724303364,-9.119936751279454,-9.229008206372782,-9.9797452845973,-9.979745284597527,0.30443432850915253,0.3053044656838758,0.3053308578479004,0.3053044656838758,0.30443432850915253,0.0,0.0,0.0,0.0,0.0
2.1000000000000005,0.3086,0.5025299999999999,-9.182991966847226,-9.063056655302432,-9.052989212868283,-9.063056655302432,-9.182991966847226,-9.97755940621289,-9.977559406213118,0.30471862308127984,0.30563388433838407,0.3056640601574961,0.30563388433838407,0.30471862308127984,0.0,0.0,0.0,0.0,0.0
2.2,0.31520000000000004,0.53372,-9.136368646938138,-9.005078077653138,-8.993657246798875,-9.005078077653138,-9.136368646938138,-9.975250348874397,-9.975250348874567,0.30523788836507504,0.3061998123442128,0.3062340876925311,0.3061998123442128,0.30523788836507504,0.0,0.0,0.0,0.0,0.0
2.3,0.3218,0.5655699999999999,-9.089152390229515,-8.946019247884351,-8.933139605439408,-8.946019247884351,-9.089152390229515,-9.972816806292997,-9.972816806293224,0.30597781393521856,0.306987924525084,0.30702662275133547,0.306987924525084,0.30597781393521856,0.0,0.0,0.0,0.0,0.0
