initial_temperature_C,success,startup_s,charge_Ccm2,terminal_min_temperature_C,minimum_voltage_V,coldest_cell,reason
-11.2,True,41.21250000000081,19.781250000000213,0.0017138900836357607,0.30070345515629215,1,startup
-11.24,True,41.42500000000086,19.887500000000237,0.001334733917246922,0.3005830002650695,1,startup
-11.26,True,41.52500000000088,19.93750000000025,2.3917253429317498e-05,0.30052276041582415,1,startup
-11.27,True,41.587500000000894,19.968750000000256,0.0015874000395115218,0.30049263738795473,1,startup
-11.28,True,41.637500000000905,19.99375000000026,0.0009278778567818335,0.30046251229035037,1,startup
-11.29,False,,20.0,-0.006393674846435715,0.3004323851223374,1,charge_limit
