time_s,current_A_cm2,charge_C_cm2,T1_C,T2_C,T3_C,T4_C,T5_C,left_plate_C,right_plate_C,V1_V,V2_V,V3_V,V4_V,V5_V,ice1,ice2,ice3,ice4,ice5,q1_W_cm2,q2_W_cm2,q3_W_cm2,q4_W_cm2,q5_W_cm2,mode1,mode2,mode3,mode4,mode5
0.0,0.0,0.0,-6.865690928295123,-6.687044578120663,-6.627394303971073,-6.687044578120663,-6.865690928295123,-7.100323894009591,-7.100323894009591,1.2471331660455454,1.2469753104282761,1.246922602209849,1.2469753104282761,1.2471331660455454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
0.1,0.0005,2.5e-05,-6.767867892458241,-6.623259462503825,-6.577819422525238,-6.623259427285802,-6.7678638930597685,-7.1018136820715085,-7.101813675073629,0.9621445742985669,0.9626176770905226,0.9627660600234721,0.9626176772055259,0.9621445873584993,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.19999999999999998,0.001,0.00010000000000000002,-6.67222151959794,-6.559167487280661,-6.527796823567996,-6.5591673630029845,-6.6722136459572425,-7.103030307229403,-7.103030282325335,0.9297043913355415,0.9300620190970939,0.9301607618987232,0.9300620194882728,0.9297044161188084,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.3,0.0015,0.00022500000000000002,-6.578671313448638,-6.49479773608374,-6.47732797375653,-6.494797472120979,-6.578659685855939,-7.103980484211149,-7.103980430864226,0.9104535244166474,0.9107144632344069,0.9107682581807406,0.9107144640472326,0.910453560221798,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.4,0.002,0.00039999999999999996,-6.487141154955509,-6.430178756604164,-6.426416428892935,-6.430178305387756,-6.487125889046183,-7.104670692040713,-7.104670600071927,0.8965988980101419,0.8967751229114946,0.8967865277135206,0.8967751242792741,0.8965989442860195,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.5,0.0025,0.0006249999999999998,-6.397558288114794,-6.365337786163423,-6.375066884087403,-6.36533710303172,-6.397539495051717,-7.105107184818792,-7.105107044392753,0.8856990146573315,0.8857999394909031,0.8857708063274944,0.8857999415364962,0.8856990709319831,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.6,0.003,0.0008999999999999994,-6.309852974530827,-6.300300628641082,-6.323284885901842,-6.30029967169753,-6.309830761197475,-7.105296001094928,-7.10529580270736,0.8766667827701119,0.8767004331767226,0.8766322942004721,0.8767004360136683,0.8766668486234914,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.7,0.0034999999999999996,0.001224999999999999,-6.223958282729484,-6.235091653299207,-6.271076676264386,-6.2350903832754625,-6.223932751913708,-7.105242972518965,-7.105242706983631,0.8689225860456701,0.868896079246441,0.8687902974364551,0.8688960829798048,0.8689226610958708,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.7999999999999999,0.004,0.0015999999999999986,-6.139809928408511,-6.169733833376995,-6.218449085419479,-6.169732213509121,-6.13978117896113,-7.104953731976593,-7.1049533904134705,0.8621206413400122,0.8620404288256855,0.8618982692234516,0.8620404335527297,0.862120725235235,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.8999999999999999,0.0045,0.002024999999999998,-6.05734614015779,-6.104248800057917,-6.16540944896559,-6.104246795959739,-6.05731426716892,-7.104433721304019,-7.104433295127649,0.8560380624942366,0.8559100710199374,0.855732738328253,0.8559100768307136,0.8560381549075027,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
0.9999999999999999,0.004999999999999999,0.002499999999999998,-5.976507540555815,-6.03865690236546,-6.1119655390473895,-6.038654481910669,-5.976472635494929,-7.103688198634245,-7.103687679542702,0.8505227858079709,0.8503525078398815,0.850141167690538,0.8503525148177324,0.8505228864335113,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
1.0999999999999996,0.005499999999999998,0.0030249999999999977,-5.897237037767127,-5.972977268760928,-6.058125505006558,-5.9729744019714985,-5.897199188650802,-7.102722245410234,-7.102721625374329,0.8454664509786555,0.8452590072164109,0.8450147987132506,0.8452590154384241,0.8454665595291584,0.0,0.0,0.0,0.0,0.0,0.618325,0.4,0.3125,0.4,0.61835,hold,hold,hold,hold,hold
