time_s,current_A_cm2,charge_C_cm2,T1_C,T2_C,T3_C,T4_C,T5_C,left_plate_C,right_plate_C,V1_V,V2_V,V3_V,V4_V,V5_V,ice1,ice2,ice3,ice4,ice5,q1_W_cm2,q2_W_cm2,q3_W_cm2,q4_W_cm2,q5_W_cm2,mode1,mode2,mode3,mode4,mode5
0.0,0.0,0.0,-6.865690928295123,-6.687044578120663,-6.627394303971073,-6.687044578120663,-6.865690928295123,-7.100323894009591,-7.100323894009591,1.2471331660455454,1.2469753104282761,1.246922602209849,1.2469753104282761,1.2471331660455454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
0.24999999999999997,0.0012499999999999998,0.00015625000000000003,-6.674102920149039,-6.559840748930128,-6.528394839939665,-6.559840598544781,-6.674095107866037,-7.103727136603197,-7.103727106338397,0.9189914410618334,0.9193490124093235,0.9194468077030867,0.9193490128770151,0.9189914653577513,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
0.5,0.0025,0.0006249999999999998,-6.492752270228323,-6.431256256100028,-6.427113785153324,-6.43125570959603,-6.492737235781988,-7.105813413754333,-7.105813301413718,0.8854139613347652,0.8856025504701391,0.8856149548835042,0.8856025521066168,0.8854140063547574,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
0.75,0.00375,0.001406249999999999,-6.320734712887372,-6.301621973572594,-6.323606106239254,-6.301620821171809,-6.320712991092762,-7.106659877711252,-7.1066596357455865,0.8650126092351301,0.8650752461947389,0.8650108649430347,0.8650752495695786,0.8650126728480326,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.0,0.005,0.0024999999999999983,-6.157237474663759,-6.1712275658630915,-6.217952311070633,-6.171225629498679,-6.1572095506244295,-7.106337199529605,-7.106336784257223,0.8500017648275298,0.8499703207284379,0.8498356166266815,0.8499703263108201,0.8500018453298999,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.2499999999999991,0.006249999999999996,0.003906249999999998,-6.001525261887366,-6.040322470058754,-6.110248535105654,-6.040319599606278,-6.001491575976445,-7.104910191905162,-7.104909563158117,0.8379453794266419,0.8378459807922206,0.837646799385128,0.8378459889685325,0.8379454753779618,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.4999999999999982,0.007499999999999991,0.0056249999999999955,-5.852931449829043,-5.909120241006974,-6.0006015577261,-5.909116310914442,-5.852892402181112,-7.102438355120626,-7.1024374759265925,0.8277608868391779,0.8276157167529775,0.8273576452856162,0.827615727839779,0.8277609969909389,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.7499999999999973,0.008749999999999987,0.007656249999999993,-5.710850880969815,-5.7778029526122054,-5.889125226710576,-5.777797858918063,-5.710806835491667,-7.09897636456293,-7.098975200857183,0.818872639538283,0.8187008444688344,0.8183893133347796,0.818700858723152,0.818872762793598,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.9999999999999964,0.009999999999999983,0.00999999999999999,-5.5747336476824785,-5.646525233177897,-5.775937684130554,-5.646518890877132,-5.574684935646587,-7.094574508613391,-7.09457302897971,0.8109384310312747,0.8107566858385767,0.8103969902276783,0.8107567034663791,0.8109385664181152,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
2.2499999999999956,0.011249999999999979,0.012656249999999985,-5.444079620351147,-5.5154178630230035,-5.661159162173988,-5.51541020369956,-5.444026543609141,-7.0892790830992,-7.08927725853755,0.8037386474292725,0.8035615533676224,0.8031588474052219,0.8035615745310506,0.8037387940810587,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
