time_s,current_A_cm2,charge_C_cm2,T1_C,T2_C,T3_C,T4_C,T5_C,left_plate_C,right_plate_C,V1_V,V2_V,V3_V,V4_V,V5_V,ice1,ice2,ice3,ice4,ice5,q1_W_cm2,q2_W_cm2,q3_W_cm2,q4_W_cm2,q5_W_cm2,mode1,mode2,mode3,mode4,mode5
0.0,0.0,0.0,-20.3257595792451,-20.251053750057793,-20.22610936587492,-20.251053750057793,-20.3257595792451,-20.423877734143076,-20.423877734143076,1.259026761651112,1.2589607500322433,1.2589387086574335,1.2589607500322433,1.259026761651112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
0.25,0.00125,0.00015625,-20.13223834991294,-20.121323908532787,-20.124530763129997,-20.121323746060398,-20.13223056682375,-20.42479581222551,-20.42479577939349,0.8771265947783554,0.8771627486837419,0.8771527700716678,0.877162749189299,0.8771266189966064,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
0.49999999999999994,0.0024999999999999996,0.000625,-19.94884750028251,-19.990227700678815,-20.020658184797043,-19.990227133538184,-19.948832518764874,-20.424404946398113,-20.424404829343842,0.845099464771029,0.8449797999880119,0.8448885749729874,0.8449798016881929,0.8450995096825473,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
0.75,0.00375,0.0014062499999999997,-19.774696722531132,-19.858089674403942,-19.91454999101876,-19.85808849573303,-19.774675072772965,-20.422781207380183,-20.422780958916718,0.825581301455149,0.8253432449273567,0.8251776151525494,0.8253432483850442,0.8255813649647795,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.0,0.005,0.002499999999999999,-19.60898498071643,-19.725193968967318,-19.806288742217447,-19.725192003080366,-19.608957143896163,-20.419994313304073,-20.41999389006233,0.8111805940564321,0.8108535777329796,0.8106192463073773,0.8108535834135571,0.8111806744907945,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.25,0.00625,0.003906249999999998,-19.450987090722663,-19.59178543873341,-19.695971813037488,-19.591782537422745,-19.45095350390264,-20.416108234262197,-20.416107596343352,0.7995847974707573,0.7991935544869561,0.7988959197100982,0.7991935627751704,0.7995848934147426,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.5,0.0075,0.005624999999999996,-19.300045179465485,-19.458073893109628,-19.583706625889306,-19.45806993236272,-19.30000623999291,-20.411181724112765,-20.411180834774967,0.7897663532676346,0.7893321720334199,0.788976514382676,0.7893321832457971,0.7897664634943263,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
1.75,0.00875,0.007656249999999995,-19.155561681826384,-19.32423837753697,-19.469607224468376,-19.3242332546142,-19.155517751265336,-20.405268796063126,-20.40526762144006,0.7811789560172142,0.780720375329004,0.7803118961167557,0.7807203897237693,0.7811790794481113,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
2.0,0.01,0.009999999999999993,-19.016993284114875,-19.190431097249302,-19.353791612683494,-19.190424728081325,-19.016944691780196,-20.39841915028103,-20.39841765912678,0.7734979154426528,0.773031187428162,0.7725750023836004,0.7730312052134728,0.7734980511213715,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
2.249999999999999,0.011249999999999996,0.012656249999999992,-18.883845586882245,-19.05678091663745,-19.23637963905975,-19.056773233519237,-18.88379263300942,-20.390678559417353,-20.39067672287706,0.7665149190457832,0.7660543503832716,0.7655554694431186,0.7660543717241562,0.7665150661190064,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
2.4999999999999982,0.012499999999999992,0.015624999999999991,-18.75566836156142,-18.923396446081455,-19.11749130587779,-18.923387395624957,-18.755611320150365,-20.382089216788614,-20.38208700819112,0.7600886440464117,0.759646862979981,0.7591101675744601,0.7596468880042745,0.7600888017492508,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
2.7499999999999973,0.013749999999999986,0.018906249999999986,-18.632051315405903,-18.790368750264406,-18.997245421988197,-18.790358291582805,-18.63199043676596,-20.372690051243353,-20.372687445914124,0.7541190441016831,0.7537072173321416,0.7531374395037175,0.7537072461356008,0.754119211745998,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
2.9999999999999964,0.014999999999999982,0.022499999999999982,-18.5126202994403,-18.657773717146227,-18.875758538645357,-18.657761820233702,-18.512555812481935,-20.36251701220516,-20.362513987296552,0.7485328777907568,0.7481608910023317,0.7475625959360849,0.7481609236530914,0.7485330547555425,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
3.2499999999999956,0.01624999999999998,0.02640624999999998,-18.39703390628955,-18.525674126058078,-18.75314412018068,-18.52566077036687,-18.39696602059155,-20.351603327958486,-20.351599862296837,0.7432750534843809,0.7429516641288745,0.7423292364921695,0.7429517006712831,0.7432752392076898,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
3.4999999999999947,0.017499999999999974,0.03062499999999997,-18.284980413095667,-18.394121450653245,-18.629511910165405,-18.394106623826247,-18.28490932074041,-20.339979739889998,-20.339975813836816,0.7383031935589616,0.7380361617003908,0.7373937956700144,0.7380362021583764,0.738303387531101,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
3.749999999999994,0.018749999999999968,0.035156249999999965,-18.176175031058648,-18.263157429013916,-18.5049674602362,-18.26314112576125,-18.176100908303,-20.3276747150926,-20.327670310419023,0.7335840804249739,0.7333802817759552,0.7327219744107649,0.7333803261559653,0.7335842821826075,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
3.999999999999993,0.019999999999999966,0.03999999999999996,-18.070357428136163,-18.132815429731778,-18.379611794046355,-18.132797650838143,-18.07028043689951,-20.314714639478183,-20.314709739251214,0.7290912533054831,0.728956777528356,0.7282863250668133,0.7289568258219222,0.7290914624265594,0.0,0.0,0.0,0.0,0.0,0.49466,0.32,0.25,0.32,0.49468,hold,hold,hold,hold,hold
4.2749999999999995,0.021374999999999998,0.045689062500000106,-18.114081591523245,-18.09516962727264,-18.323304034983067,-18.095150341604153,-18.114007890865565,-20.300283546592595,-20.300278105204796,0.7239596421260551,0.7240485082416228,0.723429989221554,0.7240485605237142,0.723959841923995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
4.524999999999999,0.022624999999999992,0.051189062500000104,-18.200486991044755,-18.0984200400342,-18.30133255314246,-18.098399655557188,-18.200418031740185,-20.287897513237056,-20.287891618793964,0.7193724209410347,0.7196884940088497,0.7191392170733208,0.7196885491836483,0.7193726076088217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
4.774999999999998,0.02387499999999999,0.0570015625000001,-18.27947097605636,-18.103110544452647,-18.28073398220951,-18.10308928923908,-18.279406342757028,-20.276169937458093,-20.276163624422026,0.7149844891725641,0.7155032260637669,0.7150230673251589,0.7155032835166641,0.7149846639043497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
5.024999999999997,0.025124999999999984,0.0631265625000001,-18.351670759910604,-18.108947165627285,-18.261498040610178,-18.108925238862952,-18.351610077717226,-20.265047186265832,-20.265040486135263,0.7107814230660522,0.7114809922945441,0.7110691088238892,0.7114810514915668,0.7107815869321703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
5.274999999999996,0.026374999999999982,0.06956406250000008,-18.417663425733906,-18.115675879510036,-18.243596902432785,-18.1156534547589,-18.417606356047855,-20.254480187618924,-20.254473129213153,0.7067509184397189,0.7076118819221496,0.7072668635507653,0.7076119424002003,0.7067510724008664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
5.524999999999995,0.027624999999999976,0.07631406250000008,-18.47797197206441,-18.123077438169275,-18.22698889889338,-18.123054666281945,-18.477918208892504,-20.244424005229604,-20.244416614944953,0.7028823933882068,0.7038874295393844,0.7036074260929539,0.7038874908976943,0.7028825383077625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,off,off,off,off,off
