time_s,current_density_Acm2,voltage_exp_V,voltage_model_V,temperature_exp_C,temperature_model_C,max_ice_volume_fraction,max_pore_ice_saturation,membrane_lambda_mean,plate_anode_C,plate_cathode_C,generated_water_kgm2,retained_pore_water_kgm2,membrane_sorbed_kgm2,escaped_water_kgm2,mass_balance_error_kgm2,heat_generated_Jm2,latent_released_Jm2,heat_lost_Jm2,heat_storage_Jm2,energy_balance_error_Jm2
14.4,0.20495049504950497,0.504,0.534157839844635,-23.556281726726432,-23.403765663339698,0.0013645417436880388,0.003243503075084475,4.004764772476069,-23.62615898648707,-23.625920970472805,0.0009183492842728849,2.7986652387768325e-05,0.0004666127603378859,0.00042374987154723126,-5.421010862427522e-19,9261.72821629456,3.817883912913162,342.5222197453273,8923.02388098647,-5.243255145614967e-07
14.6,0.20396039603960395,0.509,0.5404368136481286,-23.49729072261521,-23.35007057920899,0.0014398114326951515,0.0034224184280845053,4.058416335990548,-23.570342511260918,-23.57010004208334,0.0009564919802339355,2.8811775310028817e-05,0.0004915285464340104,0.0004361516584898971,-8.673617379884035e-19,9646.934656431542,4.075976432114238,365.064762883806,9285.945870521262,-5.414131010184065e-07
14.8,0.2042904290429043,0.513,0.5452543158099558,-23.438836456163635,-23.295881937091394,0.0015164914827510644,0.0036046861962231148,4.111371445753149,-23.515101998521317,-23.514855362086706,0.0009945731060642987,2.9855565563878107e-05,0.0005161208994077621,0.00044859664109265894,-4.336808689942018e-19,10029.33081312143,4.336739323588288,388.4720070215474,9645.195545977183,-5.537131073651835e-07
15.0,0.20495049504950497,0.518,0.5495712648595508,-23.38058274915206,-23.24132024691727,0.0015928746052003846,0.0037862481701934503,4.164727778936824,-23.460158275968865,-23.459907639218727,0.001032746587090693,3.070869763824441e-05,0.0005408995805382608,0.0004611383089141887,-8.673617379884035e-19,10410.746222564212,4.598448519222739,412.78207892819853,10002.562592727396,-5.721594789065421e-07
15.2,0.20363036303630364,0.522,0.5550289058165977,-23.322819635001103,-23.189133216724542,0.0016691307035667968,0.00396750820909626,4.21755515788357,-23.40572697288468,-23.405473136785645,0.0010708584979863998,3.164755734962152e-05,0.00056543261532113,0.00047377832531564915,-1.0842021724855044e-18,10789.566675445392,4.862138023697851,437.96691955776157,10356.461894502301,-5.909714673180133e-07
15.4,0.20396039603960395,0.526,0.5589828071510523,-23.265589416555734,-23.13619118157763,0.0017472138969876524,0.00415311123600583,4.270048490788718,-23.351866232971616,-23.35160935711113,0.0011088780536860753,3.263211356681011e-05,0.0005898105191222802,0.0004864354209969857,-6.505213034913027e-19,11165.609600215226,5.1277767113398385,463.99478398482506,10706.742593554018,-6.122754712123424e-07
15.6,0.20462046204620463,0.53,0.5625070691235448,-23.20850888645389,-23.082776632809015,0.0018250778240120613,0.004338193068723702,4.322866423247427,-23.298248117515186,-23.29798825147168,0.001146989964581782,3.347298357661155e-05,0.0006143391669561052,0.0004991778140490665,-1.1926223897340549e-18,11541.006415025553,5.3937214381670096,490.9033860218874,11055.496751070923,-6.290902092587203e-07
15.8,0.2042904290429043,0.534,0.5664628152845373,-23.151690602514655,-23.030524428121623,0.0019044313080369153,0.004526815564623045,4.375220587329008,-23.24492896796798,-23.244666581747424,0.0011851326605428329,3.451876323393163e-05,0.0006386524407555915,0.0005119614565533106,-8.673617379884035e-19,11915.22731440471,5.6623032954951436,518.6459625238092,11402.243655817436,-6.41039150650613e-07
16.0,0.20462046204620463,0.537,0.5697843297236644,-23.095187632930894,-22.9781340736007,0.001983481297015269,0.004714716655610338,4.42778457078249,-23.191981923392888,-23.191717110895752,0.0012232753565038835,3.537510512559053e-05,0.0006630631546713885,0.000524837096706905,-5.421010862427522e-19,12287.933077475554,5.931513141914698,547.2589941911425,11746.605597085476,-6.591490091523156e-07
16.2,0.20495049504950497,0.541,0.5728989681734082,-23.038873830681062,-22.925807380084848,0.0020625043386230954,0.004902553692947695,4.479905011544438,-23.13927454548545,-23.139007373101776,0.0012614796225956218,3.6402074141900926e-05,0.0006872678873612369,0.0005378096610924846,-6.505213034913027e-19,12659.935231708112,6.202885255951749,576.7167776524191,12089.421339982957,-6.713107723044232e-07
16.4,0.20462046204620463,0.544,0.5762499070754399,-22.98286846618742,-22.874408653680973,0.002142073048327954,0.005091687778293211,4.53190134566517,-23.086891416815178,-23.086622182601502,0.00129968388868736,3.740698174736631e-05,0.0007114149849269046,0.0005508619220130903,-1.1926223897340549e-18,13030.622300678235,6.476740202016896,607.0148938491267,12430.084147721755,-6.906302587594837e-07
16.6,0.2042904290429043,0.547,0.5794188020247824,-22.92729165430827,-22.82352973460297,0.0022235193575923552,0.005285284900385916,4.583749175108379,-23.034922687168574,-23.034651698059264,0.0013378265846484114,3.840189625231393e-05,0.0007354931169203315,0.0005639315714757663,-3.2526065174565133e-19,13399.416261518256,6.752641348874625,638.1262289958515,12768.04267458346,-7.12181645212695e-07
16.8,0.20528052805280528,0.551,0.5816494808485877,-22.87190540335211,-22.771547351207857,0.00230483682626406,0.005478575769584169,4.635750070357844,-22.98318081852821,-22.982907858428234,0.0013760308507401496,3.930426507051217e-05,0.0007596423326741827,0.0005770842529954554,-6.505213034913027e-19,13767.678948118146,7.028959006810004,670.087068480375,13104.62083937382,-7.29240127839148e-07
17.0,0.2042904290429043,0.553,0.5848948785686475,-22.81683375588846,-22.721451040735985,0.002386172270636241,0.005671909366855814,4.687320220922219,-22.931719131151624,-22.93144464483302,0.001414235116831888,4.031115976001515e-05,0.0007835915105962779,0.0005903324464755959,-1.0842021724855044e-18,14134.82805280658,7.307394092252382,702.8737133538184,13439.261734279837,-7.348207873292267e-07
17.2,0.2042904290429043,0.556,0.5874080585170123,-22.76225949314371,-22.671222984949907,0.0024678332509380243,0.00586601676001432,4.738620126060052,-22.88070523936443,-22.880429265412005,0.0014523470277275946,4.1279118602350904e-05,0.0008074151865422885,0.0006036527225829569,-1.734723475976807e-18,14499.9216175334,7.587240787880136,736.4789141499828,13771.029944926451,-7.551534508820623e-07
17.4,0.2042904290429043,0.559,0.5897915994502146,-22.7080085728985,-22.621041899737946,0.0025499906421627195,0.006061304117334726,4.789739844127369,-22.82997155045706,-22.8296941252122,0.0014904589386233013,4.2263400539840104e-05,0.0008311551836127499,0.0006170403544707128,-1.4094628242311558e-18,14864.021564254412,7.868551940115834,770.8975242357149,14100.992592728888,-7.700764399487525e-07
17.6,0.20462046204620463,0.562,0.5918770883829606,-22.654031005856346,-22.57072991870936,0.0026339943757756608,0.006260980213395913,4.840820379612305,-22.779453801679296,-22.77917499349587,0.0015286016345843526,4.328247169742424e-05,0.0008548769842919542,0.0006304421785949757,-1.4094628242311558e-18,15227.528944328169,8.151573300729893,806.1053903307745,14429.57512808995,-7.918260962469503e-07
17.8,0.20462046204620463,0.565,0.5940431088064905,-22.60033293053433,-22.520871155441625,0.002718036681278104,0.006460747994480875,4.891971534115096,-22.729151559304626,-22.728871458193083,0.0015667751156107472,4.421623406654237e-05,0.0008786315804430501,0.000643927301101156,-1.3010426069826053e-18,15590.443122565739,8.43545023262369,842.1397091969224,14756.738864416544,-8.151037036441267e-07
18.0,0.20396039603960395,0.568,0.5964411119070963,-22.54709490393045,-22.472009199551167,0.0028019995203667518,0.006660326884636919,4.942636727958066,-22.67919742183892,-22.678916239214573,0.0016048870265064539,4.5222120530666606e-05,0.0009021604964637253,0.0006575044095120629,-8.673617379884035e-19,15951.846063818764,8.720974812682181,878.9756293441553,15081.591410127123,-8.39831045595929e-07
18.2,0.20396039603960395,0.57,0.598381989334596,-22.494319256264866,-22.422988093309613,0.0028863086658830524,0.006860728941961142,4.993041561105525,-22.62959585222518,-22.629313556953207,0.001642937367271473,4.6216285558179986e-05,0.0009255685009774064,0.0006711525807358878,-1.1926223897340549e-18,16311.785980867928,9.007882808381284,916.6070526384729,15404.186811901453,-8.636179700260982e-07
18.4,0.20396039603960395,0.573,0.6002304558838782,-22.44189059649994,-22.37405417798348,0.0029711299646002077,0.007062348382696001,5.043265729196907,-22.580235518821723,-22.579952113513883,0.001680987708036492,4.722701129481501e-05,0.0009488926046390437,0.0006848680921026345,-1.3010426069826053e-18,16670.95778164481,9.296297608464103,955.0296819871903,15725.22439814364,-8.775568858254701e-07
18.6,0.20462046204620463,0.576,0.6016652985751626,-22.38969288344855,-22.32460910666049,0.003057715554785318,0.007268161527894741,5.09352638812006,-22.53101087235308,-22.53072628893611,0.0017190996189321993,4.826682858824846e-05,0.0009722336546429562,0.0006985991357009952,-6.505213034913027e-19,17030.060127709963,9.586304639892258,994.220791824037,16045.425641426356,-9.005379979498684e-07
18.8,0.20462046204620463,0.578,0.6033618196335109,-22.33772431628201,-22.27579159252977,0.003144528360882835,0.007474514763210922,5.143799136004787,-22.481915803061867,-22.481630116898913,0.0017572730999585939,4.927719053469453e-05,0.0009955803187606234,0.0007124155906632761,-2.168404344971009e-19,17389.089036349407,9.877815584823532,1034.218127418467,16364.748725430063,-9.143004717770964e-07
19.0,0.2042904290429043,0.581,0.6051358821744474,-22.28614879188662,-22.227640131613356,0.003231386655133262,0.007680976123444882,5.193657731292454,-22.43308921607155,-22.432802514855638,0.0017954157959196445,5.0353230153151024e-05,0.0010187346504122155,0.000726327915354278,0.0,17747.123462245574,10.17156572087706,1074.9984268265898,16682.29660206576,-9.258983482141048e-07
19.2,0.20462046204620463,0.583,0.6065155292022396,-22.23489570715181,-22.179153783240622,0.0033187432602999195,0.007888621964107249,5.243330516469755,-22.384486662211827,-22.384198817789837,0.0018335584918806951,5.143832742388318e-05,0.001041802691848554,0.0007403174726082579,2.168404344971009e-19,18104.51719640826,10.467513696046206,1116.5574777949107,16998.427233247618,-9.382238204125315e-07
19.4,0.20462046204620463,0.585,0.6079900400272337,-22.183894497065342,-22.130987804956135,0.003406758805637533,0.008097834099447428,5.292884619697017,-22.336046340110443,-22.33575736701613,0.0018717319729070897,5.253466235651638e-05,0.001064815617387295,0.0007543816931632781,2.168404344971009e-19,18461.618512205165,10.765843066126566,1158.8926630665449,17313.491693174252,-9.695068001747131e-07
19.6,0.20495049504950497,0.588,0.6092521308235584,-22.133131483182286,-22.082723277595903,0.0034964592584001376,0.008311051244117275,5.3425365232418285,-22.287764016325326,-22.287473935031187,0.0019099362389988286,5.359561663495498e-05,0.001087873961393505,0.0007684666609703674,1.3010426069826053e-18,18818.462446363388,11.06591479610462,1201.9818926948403,17627.54646945844,-9.937866707332432e-07
19.8,0.20462046204620463,0.59,0.6107637532279796,-22.08265084366322,-22.03520125801947,0.003586398877225911,0.008524836884302141,5.392043919879351,-22.239685818987255,-22.239394740563228,0.001948140505090567,5.463846554967343e-05,0.001110865196391971,0.0007826368431489218,6.505213034913027e-19,19174.72866198121,11.367506970956692,1245.8611452568637,17940.235024709265,-1.0139592632185668e-06
20.0,0.2042904290429043,0.592,0.6122089912324773,-22.032555083259656,-21.988080803206998,0.00367634018558902,0.008738626540501592,5.441114539114167,-22.191904580588385,-22.191612536743207,0.0019862832010516173,5.572855029771619e-05,0.0011336535919646196,0.0007969010587892812,4.336808689942018e-19,19529.819760286533,11.67107539124304,1290.506687790767,18250.984148924254,-1.0372423275839537e-06
20.2,0.20462046204620463,0.594,0.6132993201848276,-21.98272118085227,-21.94055177252298,0.003766760344342163,0.008953554419639085,5.489979670517276,-22.144326198183734,-22.144033038028482,0.002024425897012668,5.6838098388242296e-05,0.0011563465589882226,0.0008112412396362024,6.505213034913027e-19,19884.39554420401,11.97667657623422,1335.9144688471285,18560.4577529767,-1.0435869626235217e-06
20.4,0.2042904290429043,0.597,0.6146369552583342,-21.933143394571392,-21.89366744825992,0.0038578061602912612,0.009169969480131355,5.538693936993304,-22.096935248496976,-22.09664106629012,0.0020625685929737186,5.794420769241882e-05,0.0011789694643396904,0.0008256549209416093,2.168404344971009e-19,20238.47713456658,12.284464808155084,1382.0818620833545,18868.679738352494,-1.0611147445160896e-06
20.6,0.20462046204620463,0.599,0.6156379016545246,-21.883818503603056,-21.846488935726796,0.003950338713503628,0.009389918501315968,5.587513263100513,-22.049734449343248,-22.049439233608155,0.00210071128893477,5.8983105808402215e-05,0.001201641159383879,0.0008400870237424877,1.0842021724855044e-18,20592.092221129136,12.593313696348185,1428.9865082000047,19175.699027707826,-1.0823459888342768e-06
20.8,0.20495049504950497,0.601,0.6165965011186506,-21.83463263290547,-21.799282271852405,0.004043232312178674,0.009610725724218384,5.636108355848604,-22.00262873887604,-22.002332393041883,0.0021389155550265086,6.010443967246432e-05,0.0012242087204560922,0.0008546023948979507,1.5178830414797062e-18,20945.869638002816,12.903862004881454,1476.664291775021,19482.109209336864,-1.1041884135920554e-06
21.0,0.20396039603960395,0.603,0.6180796169308096,-21.785811570033804,-21.753508371849648,0.0041362692021398,0.009831873549179464,5.684334552922284,-21.95578938398603,-21.955492159337012,0.0021770582509875592,6.123808433047468e-05,0.0012466049663771084,0.0008692152002799744,1.5178830414797062e-18,21298.579813507935,13.216932318294328,1525.0935740079503,19786.70317293628,-1.1180018191225827e-06
21.2,0.20462046204620463,0.605,0.6188099254647457,-21.737299602768264,-21.706739690471494,0.004229728026817032,0.010054024309049281,5.732320732317803,-21.909190891646517,-21.90889251546929,0.002215170161883266,6.237641526397379e-05,0.001268889748088388,0.0008839039985309017,2.8189256484623115e-18,21650.555898598654,13.531899634835804,1574.2693120043918,20089.81848736514,-1.1360425560269505e-06
21.4,0.2042904290429043,0.607,0.619925838655145,-21.68898623797968,-21.66065399115874,0.0043238678243045,0.01027779373497623,5.780172131608985,-21.86271458381566,-21.862415134928312,0.002253312857844317,6.353299216918211e-05,0.0012911119379192127,0.000898667927755919,2.8189256484623115e-18,22002.440240995402,13.849280942510857,1624.1897412664741,20392.09978182681,-1.1553711374290287e-06
21.6,0.2042904290429043,0.609,0.6208694432448978,-21.64098507389527,-21.614677152921416,0.004419380608599247,0.010504826737816133,5.828172383642237,-21.816457342038234,-21.816156911694122,0.002291424768740024,6.456959655929777e-05,0.001313403254963455,0.0009134519172172687,2.8189256484623115e-18,22353.628675862972,14.16752591632372,1674.8330030564764,20692.963199894082,-1.1712618288584054e-06
21.8,0.20462046204620463,0.611,0.6216400052983378,-21.593186240135555,-21.56846204467638,0.0045152550104992,0.010732719302351318,5.875815014329381,-21.77033149434365,-21.770029949788153,0.0023295674647010748,6.572212208089808e-05,0.0013355284926545648,0.000928316849965609,2.8189256484623115e-18,22704.744964474514,14.487317418568592,1726.2334493293683,20992.998833750586,-1.1868723959196359e-06
22.0,0.2042904290429043,0.612,0.6226483394718274,-21.545646741446735,-21.522926828223007,0.004611367239994423,0.010961177180875737,5.923136611736325,-21.72436848224305,-21.724065873318068,0.0023677101606621254,6.692603076106523e-05,0.0013575046424903496,0.0009432794874107084,2.168404344971009e-18,23055.499211360533,14.809870225542392,1778.3705145350193,21291.938568256694,-1.205637090606615e-06
22.2,0.20495049504950497,0.614,0.6232219647792332,-21.498308932752384,-21.47675801603745,0.004708087719740694,0.011191080864608257,5.970294303531055,-21.678532180409576,-21.678228279407932,0.0024058836416885197,6.815516580923081e-05,0.0013794046745598217,0.0009583238013194643,2.8189256484623115e-18,23406.214804145573,15.135147910949506,1831.2413879018086,21590.108565391125,-1.2364107533358037e-06
22.4,0.20396039603960395,0.616,0.6244344470233717,-21.451284187809865,-21.43205460241984,0.004805510903626285,0.011422654869565688,6.017307342585272,-21.632893567693827,-21.6325886486637,0.0024440263376495704,6.934130194852358e-05,0.0014012375298966,0.0009734475058044436,3.2526065174565133e-18,23756.28327015696,15.4631627803907,1884.8442380479385,21886.902196151612,-1.262200385099277e-06
22.6,0.2042904290429043,0.618,0.6250897809747697,-21.404627680535885,-21.386746942718474,0.004904100497541775,0.01165700142035126,6.064473161830629,-21.587517672996768,-21.58721168631365,0.002482107463479934,7.037525805586165e-05,0.0014231413363541441,0.0009885908690699242,4.119968255444917e-18,24105.4125305882,15.791493055414843,1939.156093477979,22182.04793145057,-1.284930476685986e-06
22.8,0.20396039603960395,0.62,0.6259785685425172,-21.358229171658213,-21.34193749403343,0.005003081239856787,0.011892277727256446,6.111169880032888,-21.542301264557153,-21.54199425537749,0.0025201885893102968,7.154783285470042e-05,0.0014448272922872733,0.0010038134641683198,3.2526065174565133e-18,24454.222157533943,16.121301824267565,1994.2107374614104,22476.132723197366,-1.300566509598866e-06
23.0,0.2042904290429043,0.621,0.6265788723828912,-21.312088706372425,-21.296818700293016,0.005102257892800246,0.012128019711909308,6.157530991765224,-21.49724707823603,-21.496938881921523,0.0025582697151406595,7.278174083225725e-05,0.00146635739257577,0.0010191305817326283,4.119968255444917e-18,24802.72953706685,16.453541973278114,2049.98700492885,22769.196075435946,-1.3246681191958487e-06
23.2,0.20396039603960395,0.623,0.6274140931993777,-21.266206060636467,-21.25230121704891,0.005202054284354298,0.01236523480949441,6.2037217885586875,-21.452343099930005,-21.45203377415757,0.0025963508409710223,7.401299587036262e-05,0.0014878083986066546,0.0010345294464940015,3.469446951953614e-18,25150.94486207776,16.788484458732977,2106.482866591566,23061.25048128614,-1.341217284789309e-06
23.4,0.20495049504950497,0.625,0.6277150109710776,-21.22047182966283,-21.206812556221053,0.0053025621696906194,0.01260414112120423,6.249770934340395,-21.40750937839752,-21.40719861785837,0.002634493536932073,7.529386423902281e-05,0.0015091936219076803,0.0010500060507853675,2.168404344971009e-18,25499.49252989915,17.12610421629875,2163.6960467551658,23352.92258872197,-1.3616845535580069e-06
23.6,0.2042904290429043,0.626,0.6286368885734572,-21.17494042273778,-21.162630245749426,0.0054044897198256255,0.012846421962979856,6.29615834277183,-21.362764044720535,-21.362452163948717,0.002672667017958468,7.64183459000797e-05,0.0015307359343832382,0.0010655127376751469,3.2526065174565133e-18,25848.075886015755,17.46531174835882,2221.6083613565625,23643.932837795073,-1.3875251170247793e-06
23.8,0.20363036303630364,0.628,0.629530330652916,-21.129882648592105,-21.119051135950087,0.005506780919403844,0.013089567196110872,6.341945034475758,-21.318357978945016,-21.31804510609618,0.002710717358723487,7.761700088951265e-05,0.0015519992740105424,0.001081101083823429,3.0357660829594124e-18,26195.161324932324,17.806119087112997,2280.2511180464444,23932.716327381753,-1.4087599993217736e-06
24.0,0.20495049504950497,0.629,0.6296507494958491,-21.084971661439756,-21.073824542834217,0.0056092979667262685,0.013333249267236197,6.3874152113911435,-21.274024796537333,-21.273710440083022,0.002748829269619194,7.892925689228186e-05,0.0015731156241700474,0.0010967843885568618,3.0357660829594124e-18,26542.60313318341,18.14945723557624,2339.602967647754,24221.149624209746,-1.4385150279849768e-06
24.2,0.20726072607260726,0.628,0.6293937382898891,-21.03972045804669,-21.026999855577714,0.005712996683202584,0.013579740154985935,6.432932899953519,-21.2293352537109,-21.229018808148936,0.0027872798162336832,8.046315981373864e-05,0.0015942540387384144,0.0011125626176815267,3.686287386450715e-18,26893.161663777293,18.497791348798536,2399.6673631627987,24511.99209341457,-1.4512770576402545e-06
24.4,0.2118811881188119,0.625,0.6282933881319535,-20.9935880236675,-20.977146002945574,0.005818762306024696,0.013831144059958868,6.478809453102885,-21.18382990940188,-21.1835102858673,0.002826376849220394,8.235908693459703e-05,0.0016155591100209799,0.0011284586522648133,3.903127820947816e-18,27249.901572978502,18.85489917399557,2460.4541631172733,24808.302310497544,-1.4623183233197778e-06
24.6,0.21683168316831683,0.622,0.6271119671677787,-20.946137632283794,-20.925225000023346,0.005928067104829498,0.014090960553433557,6.525871491905419,-21.137115489648636,-21.13679175784526,0.002866366649102077,8.449430898610028e-05,0.0016374147208408766,0.0011444576192750962,4.119968255444917e-18,27615.280667935036,19.223824852276334,2521.962300409111,25112.542193864643,-1.486441760789603e-06
24.8,0.22277227722772278,0.62,0.6256161195628656,-20.89714987229651,-20.871226923345972,0.006041197835123882,0.01435987125059159,6.573387029518559,-21.089008945249788,-21.088679908500467,0.0029073723561401075,8.725768670049633e-05,0.0016594809365084188,0.0011606337329311887,3.686287386450715e-18,27990.52833516212,19.61166094807266,2584.2502214136553,25425.889776207776,-1.5112382243387401e-06
25.0,0.23102310231023102,0.618,0.6233816332347056,-20.84607449451768,-20.81301429168684,0.006158773135954328,0.0146393466507115,6.621902410483384,-21.039053330635795,-21.038717004764692,0.002949701820987924,9.065578672932801e-05,0.0016820114794284834,0.001177034554830108,4.119968255444917e-18,28378.739911911656,20.025428832934775,2647.325569653056,25751.439772620182,-1.528645952930674e-06
25.2,0.23564356435643566,0.615,0.6224460108559516,-20.793127964504222,-20.755837557869768,0.006281872662908588,0.014931953085116682,6.671648098710737,-20.987383359199157,-20.987038914539966,0.002993231903384151,9.442144392333776e-05,0.001705113377041266,0.0011936970824195435,4.119968255444917e-18,28778.696856051098,20.47097081876054,2711.218654930317,26087.949173490713,-1.5511686797253788e-06
25.4,0.23795379537953792,0.613,0.6223032786527444,-20.739304365166774,-20.700528696746886,0.006409946322387453,0.015236382986421328,6.7223032239205995,-20.934855052215653,-20.9345021504094,0.0030374084721525997,9.813754684304265e-05,0.0017286376171887264,0.0012106333081208264,4.336808689942018e-18,29184.847131715906,20.947911875851265,2775.9479582302447,26429.847086932667,-1.5711557352915406e-06
25.6,0.24356435643564356,0.612,0.6210986311887781,-20.68444133260952,-20.641655906850048,0.006542862817660289,0.015552324263513878,6.774363182515069,-20.88138375223761,-20.881021057059144,0.0030823238824893018,0.00010171245773432424,0.0017528142619599979,0.0012277971627949755,4.119968255444917e-18,29598.121503942537,21.451335834527274,2841.5046561546687,26778.0681852224,-1.600004907231778e-06
25.8,0.24884488448844885,0.61,0.6200338027728722,-20.628044964751677,-20.581345527688427,0.006681187304142096,0.015881120285576648,6.8266529491210575,-20.826523380325284,-20.826149692085608,0.0031282551999823505,0.00010593423570434858,0.001777097629571819,0.0012452233347061774,5.421010862427522e-18,30021.298154077234,21.9876059906078,2907.9523986185436,27135.333363075584,-1.6262856661342084e-06
26.0,0.25412541254125415,0.609,0.6190020056018587,-20.570174815109123,-20.519599497239028,0.006824823359860975,0.01622254185847629,6.879675815670406,-20.770319608741488,-20.769933560827155,0.003175171639566403,0.0001105295731236545,0.001801721448797336,0.0012629206176454082,4.119968255444917e-18,30454.078537183774,22.560451608995095,2975.291433537148,27501.347556895984,-1.6403646441176534e-06
26.2,0.2597359735973597,0.607,0.6179008483895998,-20.51077977170034,-20.45616739057786,0.006974347186117102,0.016577958607361783,6.933492432057054,-20.712729057736965,-20.71232918019396,0.003223103986306803,0.00011547967406685742,0.0018267138854472962,0.0012809104267926447,4.553649124439119e-18,30896.778823597233,23.172844258425695,3043.543589719579,27876.408079794153,-1.6580743249505758e-06
26.4,0.264026402640264,0.606,0.6172322576252403,-20.450032031776924,-20.392583585239038,0.007130064135045061,0.01694809635142634,6.98806232310672,-20.653881799014613,-20.65346698612632,0.003271959885007519,0.00012069441281945408,0.0018520561428507609,0.001299209329337299,5.204170427930421e-18,31348.471266447577,23.827116993260734,3112.7303403642045,28259.56804474566,-1.669028279138729e-06
26.6,0.2706270627062706,0.605,0.6159043611617744,-20.38777017795298,-20.325655172929544,0.007292204667895313,0.017333502894925867,7.044220610451313,-20.593666897819304,-20.593235536576657,0.0033218316908645838,0.00012589974848792524,0.0018781360514935894,0.0013177958908830638,5.204170427930421e-18,31810.096319931155,24.52015422605917,3182.8475089023696,28651.768966956246,-1.7014026525430381e-06
26.8,0.2778877887788779,0.604,0.6144194850660281,-20.32349729324134,-20.25622671375109,0.0074620198220924985,0.017737151942221294,7.1003100281712905,-20.53164957102811,-20.531199763888424,0.0033729964694660898,0.00013211249698911773,0.0019041839770827472,0.0013366999953942197,5.204170427930421e-18,32284.45860920735,25.262085377695048,3253.9701835840983,29055.750512717477,-1.7165293684229255e-06
27.0,0.2838283828382838,0.603,0.6133566400750258,-20.25733151630505,-20.185935814951307,0.007639602618756429,0.018159264603652074,7.157110082568791,-20.467905654349693,-20.46743553891409,0.0034253926506813506,0.0001388941293717972,0.0019305619223449466,0.0013559365989646007,6.071532165918825e-18,32770.95180552633,26.05886120674461,3326.1030085472084,29470.907659928907,-1.7430393199902028e-06
27.2,0.28844884488448846,0.602,0.6126938977326807,-20.1897284342133,-20.115723780688512,0.00782517587210504,0.018600370506548704,7.214504728761342,-20.402814951982947,-20.402322917638173,0.003478773953987615,0.0001460201476563313,0.001957215996036767,0.0013755378102945114,5.204170427930421e-18,33267.08455735798,26.913453928299486,3399.2698578702298,29894.728155178887,-1.762840838637203e-06
27.4,0.29042904290429045,0.601,0.6127797588964858,-20.12136771867504,-20.047344823143476,0.008018268345106952,0.01905934952485608,7.272269259952661,-20.336943534294903,-20.33642858089999,0.003532770958600757,0.00015321307566498808,0.0019840418443220157,0.0013955160386137473,6.071532165918825e-18,33769.10500571703,27.825634227352648,3473.4870958129186,30323.443545908904,-1.777440047590062e-06
27.6,0.29636963696369634,0.6,0.611788045107721,-20.052033092838517,-19.974869207382966,0.008218180585617959,0.019534539067311524,7.331391550665157,-20.270161147109462,-20.269621314463848,0.0035875068047821527,0.00016016324436823453,0.0020114982361289,0.0014158453242850116,6.938893903907228e-18,34278.267602787004,28.787621150947405,3548.739444309269,30758.315781432702,-1.804019120754674e-06
27.8,0.30198019801980197,0.599,0.6109009302271295,-19.981118691238922,-19.900764527888583,0.008426644117521125,0.020030054950133408,7.389649248824047,-20.201916293630433,-20.20134956782576,0.0036433201282505827,0.0001682436434596246,0.0020385531111538875,0.0014365233736370639,6.5052130349130266e-18,34798.012482012935,29.81037405961476,3625.1019958135635,31202.720862079972,-1.8209866539109498e-06
28.0,0.3066006600660066,0.6,0.6102948339107636,-19.90885815897312,-19.826161514027632,0.008643495078330923,0.020545507673712674,7.448119408750526,-20.13238766849821,-20.131791984160913,0.0037000877887446723,0.00017681314440606897,0.0020657066534237444,0.0014575679909148503,8.673617379884035e-18,35327.09858568961,30.898240288128967,3702.5698756065335,31655.426952216312,-1.8451064534019679e-06
28.2,0.3066006600660066,0.602,0.6109092176596363,-19.836208529025814,-19.755387532968456,0.008868370567254919,0.0210800346262299,7.506604345326925,-20.062357276457817,-20.061731809081238,0.0037572864401535762,0.0001854136130517349,0.0020928670579698234,0.0014790057691320099,7.806255641895632e-18,35860.19678088944,32.05140623854802,3781.1571155199154,32111.091073485935,-1.8778628145810217e-06
28.4,0.3066006600660066,0.605,0.6115122319694509,-19.763953378596828,-19.685712620098116,0.009099700969214846,0.021629904847194785,7.564869398765028,-19.992537366677368,-19.991881215581685,0.00381448509156248,0.00019372781064506145,0.002119925348786479,0.0015008319321309326,7.37257477290143e-18,36392.92230177783,33.26417186154132,3860.8630299889883,32565.323445551992,-1.9016115402337164e-06
28.6,0.30594059405940593,0.607,0.6122826226679297,-19.692204466298566,-19.616965084653145,0.009335861543569628,0.022191256343165267,7.624099543280317,-19.923023131756395,-19.922335981708073,0.0038716221728406974,0.00020117816387487194,0.00214743182789938,0.0015230121810664383,6.938893903907228e-18,36924.6568450876,34.52313642641264,3941.6556888097252,33017.52429462605,-1.9217623048461974e-06
28.8,0.30627062706270625,0.609,0.6127729100975631,-19.62090667810404,-19.54768424560666,0.00957719950778808,0.022764914446845922,7.681503169413702,-19.853789005148315,-19.853070196915354,0.00392872846905357,0.00020910767190625705,0.0021740900718757233,0.001545530725271582,6.938893903907228e-18,37455.71747896715,35.830806687555274,4023.5854764224587,33467.96281116306,-1.9308135961182415e-06
29.0,0.30627062706270625,0.611,0.6133328592093352,-19.549949608231007,-19.47869510586378,0.009822851789762454,0.02334882764383754,7.738499771446757,-19.78472227657636,-19.783971200437946,0.003985865550331786,0.00021694871402147444,0.0022005592938598743,0.0015683575424504292,7.806255641895632e-18,37986.743632285725,37.18413357391247,4106.621697418943,33917.30607039715,-1.956454070750624e-06
