time_s,current_Acm2,charge_Ccm2,T1_C,T2_C,T3_C,T4_C,T5_C,Tplate_left_C,Tplate_right_C,V1_V,V2_V,V3_V,V4_V,V5_V,ice1_fraction,ice2_fraction,ice3_fraction,ice4_fraction,ice5_fraction
0.0,0.0,0.0,-30.00000000000017,-30.00000000000017,-30.00000000000017,-30.00000000000017,-30.000000000000085,-30.0,-30.0,1.26757512097522,1.26757512097522,1.26757512097522,1.26757512097522,1.26757512097522,0.0,0.0,0.0,0.0,0.0
0.49999999999999994,0.0024999999999999996,0.0006250000000000001,-29.615544786862614,-29.735450918188576,-29.79095983348529,-29.735450918184796,-29.615544786861363,-29.99701776689534,-29.99701776689531,0.8161045194588649,0.8157489789267179,0.8155823738095732,0.8157489789267294,0.8161045194588689,0.0,0.0,0.0,0.0,0.0
1.0000000000000002,0.005000000000000001,0.0025000000000000005,-29.26865659398709,-29.46641509335626,-29.57290965073659,-29.46641509335217,-29.268656593985213,-29.98904764604646,-29.989047646046487,0.7832371536582456,0.7826730186709763,0.7823645341204694,0.7826730186709882,0.7832371536582513,0.0,0.0,0.0,0.0,0.0
1.5000000000000007,0.007500000000000003,0.0056250000000000015,-28.95311454677085,-29.195076449355184,-29.34653726530152,-29.195076449353337,-28.95311454676542,-29.976632674653672,-29.976632674653615,0.7623941132493696,0.7617196823780252,0.7612893083354586,0.7617196823780304,0.7623941132493853,0.0,0.0,0.0,0.0,0.0
2.000000000000001,0.010000000000000005,0.010000000000000005,-28.66380657464032,-28.92304539017303,-29.112712887398573,-28.923045390167403,-28.66380657463884,-29.96023069750393,-29.960230697503846,0.746500301764484,0.745790263621079,0.7452579789365033,0.7457902636210944,0.7465003017644872,0.0,0.0,0.0,0.0,0.0
2.499999999999999,0.012499999999999995,0.015625000000000007,-28.39650856051415,-28.651488060267894,-28.87238069320179,-28.651488060258288,-28.396508560512217,-29.940229169122972,-29.94022916912286,0.7333581956235227,0.7326706503782973,0.7320560665240194,0.732670650378324,0.733358195623528,0.0,0.0,0.0,0.0,0.0
2.9999999999999973,0.014999999999999987,0.022500000000000003,-28.14771866972012,-28.38123487951006,-28.62649431632022,-28.381234879500425,-28.147718669717023,-29.916957153330372,-29.916957153330344,0.7220019696299059,0.7213825549878131,0.7207044212343724,0.7213825549878399,0.7220019696299147,0.0,0.0,0.0,0.0,0.0
3.4999999999999956,0.017499999999999977,0.030624999999999993,-27.914525797165,-28.112864507238555,-28.37597593448723,-28.112864507230597,-27.914525797159826,-29.89069512846811,-29.89069512846814,0.7119255624658548,0.7114102844141713,0.7106861291521706,0.7114102844141931,0.711925562465869,0.0,0.0,0.0,0.0,0.0
3.999999999999994,0.01999999999999997,0.03999999999999998,-27.69450380121023,-27.84676791302536,-28.121691219121658,-27.846767913019193,-27.694503801204263,-29.861683034005267,-29.861683034005296,0.7028334765733223,0.702450779072892,0.7016966966988921,0.7024507790729083,0.7028334765733388,0.0,0.0,0.0,0.0,0.0
4.099999999999993,0.020499999999999966,0.04202499999999998,-27.651895355072895,-27.793845614266985,-28.07045361928948,-27.79384561426059,-27.651895355066955,-29.855569268880345,-29.855569268880345,0.7011155251218325,0.7007622060300988,0.7000039354479058,0.7007622060301167,0.7011155251218488,0.0,0.0,0.0,0.0,0.0
